C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_49_280.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_49_280.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_49_280.jpg, 0, 0, 0, 8.174688E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_49_384.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_49_384.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_49_384.jpg, 0, 0, 0, 8.183595E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_49_488.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_49_488.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_49_488.jpg, 0, 0, 0, 8.193684E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_49_589.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_49_589.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_49_589.jpg, 0, 0, 0, 8.21584E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_49_690.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_49_690.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_49_690.jpg, 0, 0, 0, 8.250296E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_49_794.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_49_794.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_49_794.jpg, 0, 0, 0, 8.17012E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_49_900.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_49_900.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_49_900.jpg, 0, 0, 0, 8.237322E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_50_004.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_50_004.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_50_004.jpg, 0, 0, 0, 8.177025E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_50_105.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_50_105.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_50_105.jpg, 0, 0, 0, 8.171082E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_50_205.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_50_205.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_50_205.jpg, 0, 0, 0, 8.190228E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_50_308.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_50_308.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_50_308.jpg, 0, 0, 0, 8.181889E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_50_408.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_50_408.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_50_408.jpg, 0, 0, 0, 8.2416E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_50_511.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_50_511.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_50_511.jpg, 0, 0, 0, 8.311642E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_50_611.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_50_611.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_50_611.jpg, 0, 0, 0, 8.167413E-05
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_50_715.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_50_715.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_50_715.jpg, 0, 0.2752272, 0, 0.2234925
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_50_821.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_50_821.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_50_821.jpg, 0, 0.5779581, 0, 0.7144333
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_50_924.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_50_924.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_50_924.jpg, 0, 0.9344652, 0, 1.852149
C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\center_2020_06_14_18_47_51_028.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\left_2020_06_14_18_47_51_028.jpg, C:\Users\PC\Downloads\simulator-windows-64\Data\IMG\right_2020_06_14_18_47_51_028.jpg, 0, 1, 0, 3.003757
